File Name,Result,Input Path,Indexless Input Path,Unmappable CDM Path Count,Unmappable CDM Paths,Reason For Failure
cdm-sample-files/cftc-event-scenarios/Example-01-Submission-1.xml,Fail_MappedNone,trade.tradeHeader.partyTradeInformation(0).reportingRegime(3).entityClassification[entityClassificationScheme=http://www.fpml.org/coding-scheme/esma-entity-classification].entityClassificationScheme,trade.tradeHeader.partyTradeInformation.reportingRegime.entityClassification[entityClassificationScheme=http://www.fpml.org/coding-scheme/esma-entity-classification].entityClassificationScheme,0,,Element with value http://www.fpml.org/coding-scheme/esma-entity-classification could not be mapped to a rosettaField
cdm-sample-files/cftc-event-scenarios/Example-01-Submission-1.xml,Fail_MappedNone,trade.tradeHeader.partyTradeInformation(1).reportingRegime(1).supervisorRegistration.supervisoryBody,trade.tradeHeader.partyTradeInformation.reportingRegime.supervisorRegistration.supervisoryBody,0,,Element with value FCA could not be mapped to a rosettaField
cdm-sample-files/cftc-event-scenarios/Example-01-Submission-1.xml,Fail_MappedNone,trade.tradeHeader.partyTradeInformation(1).reportingRegime(1).reportingPurpose,trade.tradeHeader.partyTradeInformation.reportingRegime.reportingPurpose,0,,Element with value PrimaryEconomicTerms could not be mapped to a rosettaField
cdm-sample-files/cftc-event-scenarios/Example-01-Submission-1.xml,Fail_MappedNone,trade.tradeHeader.partyTradeInformation(0).reportingRegime(3).entityClassification[entityClassificationScheme=http://www.fpml.org/coding-scheme/esma-entity-classification],trade.tradeHeader.partyTradeInformation.reportingRegime.entityClassification[entityClassificationScheme=http://www.fpml.org/coding-scheme/esma-entity-classification],0,,Element with value Financial could not be mapped to a rosettaField
cdm-sample-files/cftc-event-scenarios/Example-01-Submission-1.xml,Fail_MappedNone,sequenceNumber,sequenceNumber,0,,Element with value 1 could not be mapped to a rosettaField
cdm-sample-files/cftc-event-scenarios/Example-01-Submission-1.xml,Fail_MappedNone,trade.tradeHeader.partyTradeInformation(0).reportingRegime(5).name,trade.tradeHeader.partyTradeInformation.reportingRegime.name,0,,Element with value CSA could not be mapped to a rosettaField
cdm-sample-files/cftc-event-scenarios/Example-01-Submission-1.xml,Fail_MappedNone,trade.tradeHeader.partyTradeInformation(1).reportingRegime(0).mandatorilyClearable,trade.tradeHeader.partyTradeInformation.reportingRegime.mandatorilyClearable,0,,Element with value false could not be mapped to a rosettaField
cdm-sample-files/cftc-event-scenarios/Example-01-Submission-1.xml,Fail_MappedNone,trade.tradeHeader.partyTradeInformation(0).reportingRegime(0).supervisorRegistration.supervisoryBody,trade.tradeHeader.partyTradeInformation.reportingRegime.supervisorRegistration.supervisoryBody,0,,Element with value CFTC could not be mapped to a rosettaField
cdm-sample-files/cftc-event-scenarios/Example-01-Submission-1.xml,Fail_MappedNone,party(1)[id=party2].classification(0)[industryClassificationScheme=http://www.fpml.org/coding-scheme/esma-emir-refit-regulatory-corporate-sector],party[id=party2].classification[industryClassificationScheme=http://www.fpml.org/coding-scheme/esma-emir-refit-regulatory-corporate-sector],0,,Element with value AIFD could not be mapped to a rosettaField
cdm-sample-files/cftc-event-scenarios/Example-01-Submission-1.xml,Fail_MappedNone,trade.tradeHeader.partyTradeInformation(0).reportingRegime(0).reportingRole,trade.tradeHeader.partyTradeInformation.reportingRegime.reportingRole,0,,Element with value ReportingParty could not be mapped to a rosettaField
cdm-sample-files/cftc-event-scenarios/Example-02-Submission-1.xml,Fail_MappedNone,trade.tradeHeader.partyTradeInformation(0).reportingRegime(2).supervisorRegistration.supervisoryBody,trade.tradeHeader.partyTradeInformation.reportingRegime.supervisorRegistration.supervisoryBody,0,,Element with value ESMA could not be mapped to a rosettaField
cdm-sample-files/cftc-event-scenarios/Example-02-Submission-1.xml,Fail_MappedNone,trade.tradeHeader.partyTradeInformation(1).reportingRegime(1).entityClassification[entityClassificationScheme=http://www.fpml.org/coding-scheme/esma-entity-classification],trade.tradeHeader.partyTradeInformation.reportingRegime.entityClassification[entityClassificationScheme=http://www.fpml.org/coding-scheme/esma-entity-classification],0,,Element with value Financial could not be mapped to a rosettaField
cdm-sample-files/cftc-event-scenarios/Example-02-Submission-1.xml,Fail_MappedNone,correlationId[correlationIdScheme=http://fpml.org/submitter_trade_id].correlationIdScheme,correlationId[correlationIdScheme=http://fpml.org/submitter_trade_id].correlationIdScheme,0,,Element with value http://fpml.org/submitter_trade_id could not be mapped to a rosettaField
cdm-sample-files/cftc-event-scenarios/Example-02-Submission-1.xml,Fail_MappedNone,trade.tradeHeader.partyTradeInformation(1).reportingRegime(0).reportingPurpose,trade.tradeHeader.partyTradeInformation.reportingRegime.reportingPurpose,0,,Element with value PrimaryEconomicTerms could not be mapped to a rosettaField
cdm-sample-files/cftc-event-scenarios/Example-02-Submission-1.xml,Fail_MappedNone,party(1)[id=party2].classification(0)[industryClassificationScheme=http://www.fpml.org/coding-scheme/esma-emir-refit-regulatory-corporate-sector].industryClassificationScheme,party[id=party2].classification[industryClassificationScheme=http://www.fpml.org/coding-scheme/esma-emir-refit-regulatory-corporate-sector].industryClassificationScheme,0,,Element with value http://www.fpml.org/coding-scheme/esma-emir-refit-regulatory-corporate-sector could not be mapped to a rosettaField
cdm-sample-files/cftc-event-scenarios/Example-02-Submission-1.xml,Fail_MappedNone,trade.tradeHeader.partyTradeInformation(0).reportingRegime(5).mandatorilyClearable,trade.tradeHeader.partyTradeInformation.reportingRegime.mandatorilyClearable,0,,Element with value false could not be mapped to a rosettaField
cdm-sample-files/cftc-event-scenarios/Example-02-Submission-1.xml,Fail_MappedNone,trade.tradeHeader.partyTradeInformation(0).offMarketPrice,trade.tradeHeader.partyTradeInformation.offMarketPrice,0,,Element with value false could not be mapped to a rosettaField
cdm-sample-files/cftc-event-scenarios/Example-02-Submission-1.xml,Fail_MappedNone,trade.tradeHeader.partyTradeInformation(1).reportingRegime(1).entityClassification[entityClassificationScheme=http://www.fpml.org/coding-scheme/esma-entity-classification].entityClassificationScheme,trade.tradeHeader.partyTradeInformation.reportingRegime.entityClassification[entityClassificationScheme=http://www.fpml.org/coding-scheme/esma-entity-classification].entityClassificationScheme,0,,Element with value http://www.fpml.org/coding-scheme/esma-entity-classification could not be mapped to a rosettaField
cdm-sample-files/cftc-event-scenarios/Example-02-Submission-1.xml,Fail_MappedNone,trade.tradeHeader.partyTradeInformation(0).relatedBusinessUnit.role,trade.tradeHeader.partyTradeInformation.relatedBusinessUnit.role,0,,Element with value TradingDesk could not be mapped to a rosettaField
cdm-sample-files/cftc-event-scenarios/Example-02-Submission-1.xml,Fail_MappedNone,trade.tradeHeader.partyTradeInformation(0).reportingRegime(6).name,trade.tradeHeader.partyTradeInformation.reportingRegime.name,0,,Element with value HKTR could not be mapped to a rosettaField
cdm-sample-files/cftc-event-scenarios/Example-02-Submission-1.xml,Fail_MappedNone,trade.tradeHeader.partyTradeInformation(0).reportingRegime(3).reportingRole,trade.tradeHeader.partyTradeInformation.reportingRegime.reportingRole,0,,Element with value ReportingParty could not be mapped to a rosettaField
cdm-sample-files/cftc-event-scenarios/Example-02-Submission-1.xml,Fail_MappedNone,trade.tradeHeader.partyTradeInformation(0).reportingRegime(5).entityClassification[entityClassificationScheme=http://www.fpml.org/coding-scheme/cftc-entity-classification].entityClassificationScheme,trade.tradeHeader.partyTradeInformation.reportingRegime.entityClassification[entityClassificationScheme=http://www.fpml.org/coding-scheme/cftc-entity-classification].entityClassificationScheme,0,,Element with value http://www.fpml.org/coding-scheme/cftc-entity-classification could not be mapped to a rosettaField
cdm-sample-files/cftc-event-scenarios/Example-02-Submission-1.xml,Fail_MappedNone,trade.tradeHeader.partyTradeInformation(1).reportingRegime(1).exceedsClearingThreshold,trade.tradeHeader.partyTradeInformation.reportingRegime.exceedsClearingThreshold,0,,Element with value true could not be mapped to a rosettaField
cdm-sample-files/cftc-event-scenarios/Example-02-Submission-1.xml,Fail_MappedNone,trade.tradeHeader.partyTradeInformation(1).reportingRegime(0).entityClassification[entityClassificationScheme=http://www.fpml.org/coding-scheme/esma-entity-classification].entityClassificationScheme,trade.tradeHeader.partyTradeInformation.reportingRegime.entityClassification[entityClassificationScheme=http://www.fpml.org/coding-scheme/esma-entity-classification].entityClassificationScheme,0,,Element with value http://www.fpml.org/coding-scheme/esma-entity-classification could not be mapped to a rosettaField
cdm-sample-files/cftc-event-scenarios/Example-02-Submission-1.xml,Fail_MappedNone,trade.tradeHeader.partyTradeInformation(1).reportingRegime(3).supervisorRegistration.supervisoryBody,trade.tradeHeader.partyTradeInformation.reportingRegime.supervisorRegistration.supervisoryBody,0,,Element with value CA.AB.ASC could not be mapped to a rosettaField
cdm-sample-files/cftc-event-scenarios/Example-02-Submission-1.xml,Fail_MappedNone,party(1)[id=party2].classification(1)[industryClassificationScheme=http://www.fpml.org/coding-scheme/hkma-rewrite-regulatory-corporate-sector].industryClassificationScheme,party[id=party2].classification[industryClassificationScheme=http://www.fpml.org/coding-scheme/hkma-rewrite-regulatory-corporate-sector].industryClassificationScheme,0,,Element with value http://www.fpml.org/coding-scheme/hkma-rewrite-regulatory-corporate-sector could not be mapped to a rosettaField
cdm-sample-files/cftc-event-scenarios/Example-02-Submission-1.xml,Fail_MappedNone,trade.tradeHeader.partyTradeInformation(1).reportingRegime(4).reportingRole,trade.tradeHeader.partyTradeInformation.reportingRegime.reportingRole,0,,Element with value ReportingParty could not be mapped to a rosettaField
cdm-sample-files/cftc-event-scenarios/Example-02-Submission-1.xml,Fail_MappedNone,trade.tradeHeader.partyTradeInformation(0).reportingRegime(1).supervisorRegistration.supervisoryBody,trade.tradeHeader.partyTradeInformation.reportingRegime.supervisorRegistration.supervisoryBody,0,,Element with value SEC could not be mapped to a rosettaField
cdm-sample-files/cftc-event-scenarios/Example-02-Submission-1.xml,Fail_MappedNone,party(0)[id=party1].organizationType,party[id=party1].organizationType,0,,Element with value SD could not be mapped to a rosettaField
cdm-sample-files/cftc-event-scenarios/Example-02-Submission-1.xml,Fail_MappedNone,trade.tradeHeader.partyTradeInformation(1).reportingRegime(0).name,trade.tradeHeader.partyTradeInformation.reportingRegime.name,0,,Element with value EMIR could not be mapped to a rosettaField
cdm-sample-files/cftc-event-scenarios/Example-02-Submission-1.xml,Fail_MappedMultiple,party(2)[id=broker1].partyId[partyIdScheme=http://www.fpml.org/coding-scheme/external/iso17442].partyIdScheme,party[id=broker1].partyId[partyIdScheme=http://www.fpml.org/coding-scheme/external/iso17442].partyIdScheme,2,ReportableEvent.originatingWorkflowStep.proposedEvent.instruction(0).before.value.trade.party(2).partyId(0).identifierType=[LEI] ReportableEvent.originatingWorkflowStep.proposedEvent.instruction(0).before.value.trade.party(2).partyId(0).identifier.meta.scheme=[http://www.fpml.org/coding-scheme/external/iso17442],Element mapped to multiple rosettaFields
cdm-sample-files/cftc-event-scenarios/Example-02-Submission-1.xml,Fail_MappedNone,trade.tradeHeader.partyTradeInformation(0).reportingRegime(2).reportingRole,trade.tradeHeader.partyTradeInformation.reportingRegime.reportingRole,0,,Element with value ReportingParty could not be mapped to a rosettaField
cdm-sample-files/cftc-event-scenarios/Example-02-Submission-1.xml,Fail_MappedMultiple,party(3)[id=clearing-svc].partyId[partyIdScheme=http://www.fpml.org/coding-scheme/external/iso17442].partyIdScheme,party[id=clearing-svc].partyId[partyIdScheme=http://www.fpml.org/coding-scheme/external/iso17442].partyIdScheme,2,ReportableEvent.originatingWorkflowStep.proposedEvent.instruction(0).before.value.trade.party(3).partyId(0).identifierType=[LEI] ReportableEvent.originatingWorkflowStep.proposedEvent.instruction(0).before.value.trade.party(3).partyId(0).identifier.meta.scheme=[http://www.fpml.org/coding-scheme/external/iso17442],Element mapped to multiple rosettaFields
cdm-sample-files/cftc-event-scenarios/Example-02-Submission-1.xml,Fail_MappedNone,trade.tradeHeader.partyTradeInformation(0).reportingRegime(3).mandatorilyClearable,trade.tradeHeader.partyTradeInformation.reportingRegime.mandatorilyClearable,0,,Element with value false could not be mapped to a rosettaField
cdm-sample-files/cftc-event-scenarios/Example-02-Submission-1.xml,Fail_MappedNone,party(1)[id=party2].organizationType,party[id=party2].organizationType,0,,Element with value SD could not be mapped to a rosettaField
cdm-sample-files/cftc-event-scenarios/Example-02-Submission-1.xml,Fail_MappedNone,trade.tradeHeader.partyTradeInformation(0).reportingRegime(2).exceedsClearingThreshold,trade.tradeHeader.partyTradeInformation.reportingRegime.exceedsClearingThreshold,0,,Element with value true could not be mapped to a rosettaField
cdm-sample-files/cftc-event-scenarios/Example-02-Submission-1.xml,Fail_MappedNone,trade.tradeHeader.partyTradeInformation(1).reportingRegime(1).name,trade.tradeHeader.partyTradeInformation.reportingRegime.name,0,,Element with value UKEMIR could not be mapped to a rosettaField
cdm-sample-files/cftc-event-scenarios/Example-02-Submission-1.xml,Fail_MappedNone,trade.tradeHeader.partyTradeInformation(0).reportingRegime(6).entityClassification,trade.tradeHeader.partyTradeInformation.reportingRegime.entityClassification,0,,Element with value Financial could not be mapped to a rosettaField
cdm-sample-files/cftc-event-scenarios/Example-02-Submission-1.xml,Fail_MappedNone,onBehalfOf.partyReference[href=party1].href,onBehalfOf.partyReference[href=party1].href,0,,Element with value party1 could not be mapped to a rosettaField
cdm-sample-files/cftc-event-scenarios/Example-02-Submission-1.xml,Fail_MappedNone,trade.tradeHeader.partyTradeInformation(0).reportingRegime(5).reportingRole,trade.tradeHeader.partyTradeInformation.reportingRegime.reportingRole,0,,Element with value ReportingParty could not be mapped to a rosettaField
